title,year,doi,tags,phase,screening_status,excl_reasons
Valuing Satellite Systems To Support Fishing In A Dynamic Competitive Model,NA,10.1080/00036846.2010.526581,{},classifier round 2b,included,NA
Advances In Precision Agriculture In South-Eastern Australia. I. A Regression Methodology To Simulate Spatial Variation In Cereal Yields Using Farmers' Historical Paddock Yields And Normalised Difference Vegetation Index,NA,10.1071/cp08347,{},classifier round 2b,included,NA
Where's Woolly? An Integrative Use Of Remote Sensing To Improve Predictions Of The Spatial Distribution Of An Invasive Forest Pest The Hemlock Woolly Adelgid,2015,10.1016/j.foreco.2015.09.013,{},sample 1000,included,NA
Eo Products For Drought Risk Reduction,NA,10.1007/978-1-4020-9573-3_15,{},classifier round 2b,included,NA
Comprehensive Analysis For Long-Term Hydrological Simulation By Deep Learning Techniques And Remote Sensing,NA,10.3389/feart.2022.875145,{},classifier round 2a,included,NA
From The Cloud To The Ground: Converting Satellite Data Into Conservation Decisions,2021,10.1093/oso/9780198850243.003.0002,{},classifier excl sample,included,NA
"On The Future Of Argo: A Global, Full-Depth, Multi-Disciplinary Array",2019,10.3389/fmars.2019.00439,{},classifier round 1,included,NA
The Transformation Of Earth-System Observations Into Information Of Socio-Economic Value In Geoss,NA,10.1256/qj.05.181,{},classifier round 2b,included,NA
Effect Of Data Acquisition Accuracy On Timing Of Stand Harvests And Expected Net Present Value,NA,10.14214/sf.335,{},classifier round 2b,included,NA
Spatial Coverage Of Monitoring Networks: A Climate Observing System Simulation Experiment,NA,10.1175/jamc-d-17-0040.1,"{""probably not""}",classifier round 1,included,NA
Improved Rangeland Management With An Earth Resource Survey System,NA,10.1016/0040-1625(83)90003-3,{},classifier round 2b,included,NA
Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?,2022,10.3390/w14131985,{cco},early,included,NA
"Satellite Eo For Disasters, Risk, And Security: An Evolving Landscape",NA,10.1007/978-3-030-23210-8_93,{},classifier round 2b,included,NA
"Production, Property, And The Construction Of Remotely Sensed Data",NA,10.1080/24694452.2017.1293498,"{""schlager ostrom!""}",classifier round 2b,included,NA
Geographic microtargeting of social assistance with high-resolution poverty maps,2022,https://doi.org/10.1073/pnas.2120025119,{},soc ben repo,included,NA
Comparison Of Multi-Source Satellite Data For Quantifying Water Quality Parameters In A Mining Environment,NA,10.1016/j.jhydrol.2020.125322,{},classifier round 2a,included,NA
Uptake And Barriers To The Use Of Geospatial Technologies In Forest Management,NA,10.1186/1179-5395-43-16,{},classifier round 2b,included,NA
Mapping For Coral Reef Conservation: Comparing The Value Of Participatory And Remote Sensing Approaches,NA,10.1002/ecs2.1325,{},classifier round 1,included,NA
Scenarios For Valuing Sample Information In Natural Resources,NA,10.1111/2041-210x.13487,{},classifier round 2,included,NA
Justification For Site-Specific Weed Management Based On Ecology And Economics,NA,10.1614/ws-04-071r2,{},classifier round 2a,included,NA
"Use Of Uav Or Remotely Piloted Aircraft And Forward-Looking Infrared In Forest, Rural And Wildland Fire Management: Evaluation Using Simple Economic Analysis",NA,10.1186/s40490-015-0044-9,{},classifier round 2,included,NA
Earth observation in service of the 2030 Agenda for Sustainable Development,2017,https://doi.org/10.1080/10095020.2017.1333230,{maybe},soc ben repo,included,NA
"Analysis Of Suspended Particulate Matter And Its Drivers In Sahelian Ponds And Lakes By Remote Sensing (Landsat And Modis): Gourma Region, Mali",2017,10.3390/rs9121272,{},sample 1000,included,NA
Assessing Impacts Of Mining: Recent Contributions From Gis And Remote Sensing,NA,10.1016/j.exis.2019.06.011,{},classifier round 2a,included,NA
On The Contribution Of Satellite Altimetry-Derived Water Surface Elevation To Hydrodynamic Model Calibration In The Han River,NA,10.3390/rs12244087,{},classifier round 2a,included,NA
Ensuring Agricultural Sustainability Through Remote Sensing In The Era Of Agriculture 5.0,NA,10.3390/app11135911,{},classifier round 2b,included,NA
2d Vs. 3d Change Detection Using Aerial Imagery To Support Crisis Management Of Large-Scale Events,NA,10.3390/rs10122054,{},classifier round 2a,included,NA
"Sampling And Mapping A Soil Erosion Cover Factor By Integrating Stratification, Model Updating And Cokriging With Images",NA,10.1007/s00267-005-0222-2,{},classifier round 2b,included,NA
"Evaluation Financiere De L‘integration De Technologies Satellitaires, Pour Le Suivi Du Couvert Nival, Au Sein D‘une Entreprise Hydroelectrique (Le Cas De L‘utilisation Du Satellite Radarsat I Dans Le Bassin De La Riviere La Grande (Quebec))",NA,10.1080/014311699212335,{},classifier round 2a,included,NA
"Comparative Assessment Of Uav And Sentinel-2 Ndvi And Gndvi For Preliminary Diagnosis Of Habitat Conditions In Burunge Wildlife Management Area, Tanzania",2022,10.3390/earth3030044,{},sample 1000,included,NA
Comparative Analysis Of Machine Learning Algorithms In Automatic Identification And Extraction Of Water Boundaries,NA,10.3390/app112110062,{},classifier round 2a,included,NA
Integrating Research Using Animal-Borne Telemetry With The Needs Of Conservation Management,NA,10.1111/1365-2664.12755,{},classifier round 2,included,NA
Cover. Operation Iraqi Freedom In Modis Collage,NA,10.1080/01431160500383673,{},classifier round 2b,included,NA
Geo-Cropsim: A Geo-Spatial Crop Simulation Modeling Framework For Regional Scale Crop Yield And Water Use Assessment,NA,10.1016/j.isprsjprs.2021.10.024,{},classifier round 2a,included,NA
Satellite Remote Sensing As A Tool In Lahar Disaster Management,NA,10.1111/1467-7717.00197,{},classifier round 2,included,NA
Vermont Global Warming Solutions Act: The Costs Of Inaction From Land Conversions,NA,10.3390/laws11030048,{},classifier round 1,included,NA
Redefining Climate Regions In The United States Of America Using Satellite Remote Sensing And Machine Learning For Public Health Applications,NA,10.4081/gh.2014.294,{},classifier round 2a,included,NA
Enhancing Land Cover Mapping And Monitoring: An Interactive And Explainable Machine Learning Approach Using Google Earth Engine,NA,10.3390/rs15184585,{maybe},classifier round 1,included,NA
A New Fusion Approach For Extracting Urban Built-Up Areas From Multisource Remotely Sensed Data,NA,10.3390/rs11212516,{},classifier round 2b,included,NA
"Reef Cover, A Coral Reef Classification For Global Habitat Mapping From Remote Sensing",2021,10.1038/s41597-021-00958-z,{},classifier excl sample,included,NA
Locating Existing Best Management Practices Within A Watershed: The Value Of Multiple Methods,NA,10.1111/jawr.12041,{},classifier round 2b,included,NA
Historical Eco-Environmental Quality Mapping In China With Multi-Source Data Fusion,2023,10.3390/app13148051,{},sample 1000,included,NA
Air Quality Management Using Modern Remote Sensing And Spatial Technologies And Associated Societal Costs,NA,10.3390/ijerph2006030028,{},classifier round 2,included,NA
The Role Of Remote Sensing Data And Methods In A Modern Approach To Fertilization In Precision Agriculture,2022,10.3390/rs14030778,{},sample 1000,included,NA
Space Assets For Demining Assistance,NA,10.1016/j.actaastro.2012.08.016,"{review?,""might be interesting""}",classifier round 2,included,NA
"Demonstrating the Value of Earth Observations- Methods, Practical Applications and Solutions -Group on Earth Observations side event proceedings",2019,https://doi.org/10.3133/ofr20191033,{},soc ben repo,included,NA
"Think Global, Cube Local: An Earth Observation Data Cube's Contribution To The Digital Earth Vision",NA,10.1080/20964471.2022.2099236,{},classifier round 2b,included,NA
Spatial Water Footprint Optimization Of Crop Planting: A Fuzzy Multiobjective Optimal Approach Based On Mod16 Evapotranspiration Products,2021,10.1016/j.agwat.2021.107096,{},classifier excl sample,included,NA
"Forests In Climate Policy: Technical, Institutional And Economic Issues In Measurement And Monitoring",NA,10.1007/s11027-010-9276-4,{},classifier round 2b,included,NA
A Sensor Web And Web Service-Based Approach For Active Hydrological Disaster Monitoring,NA,10.3390/ijgi5100171,{},classifier round 2a,included,NA
An Interaction Methodology To Collect And Assess User-Driven Requirements To Define Potential Opportunities Of Future Hyperspectral Imaging Sentinel Mission,NA,10.3390/rs12081286,{},classifier round 2b,included,NA
Open-Source Satellite Data And Gis For Land Resource Mapping,NA,10.1007/978-3-319-78711-4\_10,{},classifier round 2a,included,NA
"Monitoring Forest Canopy Cover Change With Icesat-2 Data In Fire-Prone Areas: A Case Study In Antalya, Türkiye",NA,10.15287/afr.2023.2987,{},classifier round 2,included,NA
Population Density Estimations For Disaster Management: Case Study Rural Zimbabwe,NA,10.1007/3-540-27468-5_64,{},classifier round 2b,included,NA
Normalizing Land Surface Temperature For Environmental Parameters In Mountainous And Urban Areas Of A Cold Semi-Arid Climate,2019,10.1016/j.scitotenv.2018.09.027,{},sample 1000,included,NA
Wetland Landscape Spatio-Temporal Degradation Dynamics Using The New Google Earth Engine Cloud-Based Platform: Opportunities For Non-Specialists In Remote Sensing,2016,10.13031/trans.59.11608,{},sample 1000,included,NA
Using Technology To Improve The Management Of Development Impacts On Biodiversity,NA,10.1002/bse.2816,{},classifier round 2b,included,NA
The Increasing Need For Geographical Information Technology (Git) Tools In Geoconservation And Geotourism,NA,10.30486/gcr.2020.1901102.1019,{},classifier round 2b,included,NA
Simulating the value of El Nino forecasts for the Panama Canal,2006,https://doi.org/10.1016/j.advwatres.2005.12.005,{},soc ben repo,included,NA
The value of information: Measuring the contribution of space-derived earth science data to resource management,2006,https://doi.org/10.1016/j.spacepol.2006.08.003,"{""in benchmarks?""}",soc ben repo,included,NA
Application Of Near Real-Time And Multiscale Three Dimensional Earth Observation Platforms In Disaster Prevention,NA,10.5875/ausmt.v1i2.124,{},classifier round 2,included,NA
Cloud services with big data provide a solution for monitoring and tracking sustainable development goals,2020,https://doi.org/10.1016/j.geosus.2020.03.006,{maybe},soc ben repo,included,NA
The Rise Of Low-Cost Sensing For Managing Air Pollution In Cities,NA,10.1016/j.envint.2014.11.019,{},classifier round 2b,included,NA
Chasing Aeroplanes: Developing A Vehicle-Towed Caesium Magnetometer Array To Complement Aerial Photography Over Three Recently Surveyed Sites In The Uk,NA,10.3997/1873-0604.2015044,{},classifier round 2b,included,NA
Operational Meteorological Satellites And Utilization Of Their Data By Deutscher Wetterdienst,NA,10.1007/bf00213056,{},classifier round 2a,included,NA
The Value Of Remotely Sensed Vs. Field-Surveyed Habitat Structure For Predicting Bird Abundance: A Case Study In Traditional Orchards,2022,10.1007/s10336-022-01970-9,{},sample 1000,included,NA
Spectral Matching Based On Discrete Particle Swarm Optimization: A New Method For Terrestrial Water Body Extraction Using Multi-Temporal Landsat 8 Images,2018,10.1016/j.rse.2018.02.012,{},sample 1000,included,NA
Mangrove Plantation Suitability Mapping By Integrating Multi Criteria Decision Making Geospatial Approach And Remote Sensing Data,2023,10.1080/10095020.2023.2167615,{},classifier excl sample,included,NA
Benefits Of Increasing Information Accuracy In Variable Rate Technologies,NA,10.1016/j.ecolecon.2021.107047,{},classifier round 2b,included,NA
Evaluating The Compliance Of Sea Turtle Light Ordinances In Florida Using Remote Sensing,2013,10.1111/gec3.12088,{maybe?},classifier excl sample,included,NA
Aggregating High-Priority Landscape Areas To The Parcel Level: An Easement Implementation Tool,NA,10.1016/j.jenvman.2006.01.007,{},classifier round 2a,included,NA
Assessing The Role Of Climate And Resource Management On Groundwater Dependent Ecosystem Changes In Arid Environments With The Landsat Archive,2016,10.1016/j.rse.2016.07.004,{},sample 1000,included,NA
Assessment Of The Utility Of Remote Sensing Techniques For Monitoring Compliance With Direct Payment Programs,2023,10.7780/kjrs.2023.39.6.1.23,{},sample 1000,included,NA
Remote Sensing Capabilities For Observational Drought Assessment,NA,10.1201/9781003276548-20,{},classifier round 2a,included,NA
Autonomous Unmanned Aerial Vehicles In Bushfire Management: Challenges And Opportunities,NA,10.3390/drones7010047,{},classifier round 2a,included,NA
Both Real-Time And Long-Term Environmental Data Perform Well In Predicting Shorebird Distributions In Managed Habitat,NA,10.1002/eap.2510,{},classifier round 2b,included,NA
Satellite Constellation Design For Forest Fire Monitoring Via A Stochastic Programing Approach,NA,10.1002/nav.21781,{},classifier round 2b,included,NA
Linking Geomatics And Participatory Social Analysis For Environmental Monitoring: Case Studies From Malawi,NA,10.3138/u52p-1r20-9l57-9373,{maybe},classifier round 1,included,NA
Improved Hydrological Decision Support System for the Lower Mekong River Basin Using Satellite-Based Earth Observations,2018,https://doi.org/10.3390/rs10060885,{maybe},soc ben repo,included,NA
The Value Of Earth Observations: Methods And Findings On The Value Of Landsat Imagery,NA,10.1007/978-3-319-20161-0_14,{},classifier round 2,included,NA
The Emerging Role Of Satellite Rainfall Data In Improving The Hydro-Political Situation Of Flood Monitoring In The Under-Developed Regions Of The World,2007,10.1007/s11069-006-9094-x,{},sample 1000,included,NA
Comparing The Hedging Effectiveness Of Weather Derivatives Based On Remotely Sensed Vegetation Health Indices And Meteorological Indices,NA,10.1175/wcas-d-17-0127.1,{},classifier round 2b,included,NA
Evaluating The Potential Of Freely Available Multispectral Remotely Sensed Imagery In Mapping American Bramble (Rubus Cuneifolius),NA,10.1080/03736245.2018.1461683,{},classifier round 2a,included,NA
